order_item_id,order_id,product_id,quantity,unit_price_at_purchase
OI0001667,ORD001966,P0023,1,
OI0001668,ORD004766,P0014,1,
OI0001669,ORD003888,P0001,2,
OI0001670,ORD003888,P0012,1,
OI0001671,ORD000755,P0009,1,
OI0001672,ORD000755,P0002,1,
OI0001673,ORD001096,P0018,3,
OI0001674,ORD002841,P0026,1,
OI0001675,ORD002841,P0001,1,
OI0001676,ORD002924,P0005,3,
OI0001677,ORD002924,P0023,1,
OI0001678,ORD002924,P0013,1,
OI0001679,ORD002924,P0021,1,
OI0001680,ORD001254,P0009,1,
OI0001681,ORD002503,P0005,1,
OI0001682,ORD004182,P0018,1,
OI0001683,ORD004182,P0023,1,
OI0001684,ORD003145,P0012,1,
OI0001685,ORD001174,P0020,-1,
OI0001686,ORD001198,P0001,1,
OI0001687,ORD001198,P0012,1,
OI0001688,ORD000814,P0018,1,
OI0001689,ORD002134,P0008,1,
OI0001690,ORD000076,P0001,2,
OI0001691,ORD000076,P0019,1,
OI0001692,ORD004419,P0011,1,
OI0001693,ORD004332,P0018,3,
OI0001694,ORD000038,P0011,2,
OI0001695,ORD000262,P0026,1,
OI0001696,ORD000262,P0015,1,
OI0001697,ORD000262,P0020,1,
OI0001698,ORD000198,P0011,2,
OI0001699,ORD000198,P0015,1,
OI0001700,ORD004266,P0010,3,
OI0001701,ORD004266,P0010,1,
OI0001702,ORD004266,P0015,2,
OI0001703,ORD004266,P0019,1,
OI0001704,ORD003276,P0003,1,
OI0001705,ORD000275,P0006,1,
OI0001706,ORD000275,P0019,3,
OI0001707,ORD001986,P0024,1,
OI0001708,ORD001986,P0025,3,
OI0001709,ORD001986,P0014,2,
OI0001710,ORD002090,P0025,1,
OI0001711,ORD004517,P0021,2,
OI0001712,ORD001320,P0015,1,
OI0001713,ORD001320,P0006,1,
OI0001714,ORD002374,P0004,1,
OI0001715,ORD004896,P0010,1,
OI0001716,ORD004896,P0017,2,
OI0001717,ORD001596,P0020,3,
OI0001718,ORD001596,P0002,2,
OI0001719,ORD001596,P0008,1,
OI0001720,ORD000985,P0010,1,
OI0001721,ORD002857,P0002,1,
OI0001722,ORD002857,P0024,1,
OI0001723,ORD002857,P0010,1,
OI0001724,ORD004472,P0016,1,
OI0001725,ORD004472,P0014,1,
OI0001726,ORD003724,P0023,2,
OI0001727,ORD000092,P0012,1,
OI0001728,ORD002502,P0014,2,
OI0001729,ORD004657,P0003,2,
OI0001730,ORD004657,P0009,3,
OI0001731,ORD000800,P0004,1,
OI0001732,ORD004920,P0023,1,
OI0001733,ORD002558,P0013,1,
OI0001734,ORD002558,P0003,1,
OI0001735,ORD002558,P0011,1,
OI0001736,ORD002457,P0001,1,
OI0001737,ORD000941,P0020,2,
OI0001738,ORD001721,P0017,-1,
OI0001739,ORD001186,P0006,1,
OI0001740,ORD001186,P0018,1,
OI0001741,ORD001186,P0026,3,
OI0001742,ORD003650,P0014,1,
OI0001743,ORD003513,P0016,2,
OI0001744,ORD003615,P0020,1,
OI0001745,ORD002074,P0006,2,
OI0001746,ORD004826,P0013,1,
OI0001747,ORD004826,P0002,2,
OI0001748,ORD004730,P0019,1,
OI0001749,ORD004730,P0021,1,
OI0001750,ORD002806,P0003,2,
OI0001751,ORD001234,P0015,1,
OI0001752,ORD002373,P0011,1,
OI0001753,ORD002373,P0022,3,
OI0001754,ORD002279,P0021,1,
OI0001755,ORD000482,P0005,2,
OI0001756,ORD002083,P0015,3,
OI0001757,ORD002083,P0026,2,
OI0001758,ORD003107,P0007,1,
OI0001759,ORD004161,P0019,1,
OI0001760,ORD004161,P0011,2,
OI0001761,ORD003453,P0006,2,
OI0001762,ORD003453,P0023,1,
OI0001763,ORD004832,P0008,1,
OI0001764,ORD004832,P0007,1,
OI0001765,ORD003667,P0008,1,
OI0001766,ORD003667,P0016,1,
OI0001767,ORD004539,P0022,1,
OI0001768,ORD004539,P0006,-1,
OI0001769,ORD002417,P0006,1,
OI0001770,ORD003155,P0001,1,
OI0001771,ORD003155,P0018,1,
OI0001772,ORD003155,P0023,2,
OI0001773,ORD004986,P0012,1,
OI0001774,ORD004662,P0005,1,
OI0001775,ORD001637,P0001,1,
OI0001776,ORD000053,P0011,1,
OI0001777,ORD000053,P0016,1,
OI0001778,ORD000053,P0019,3,
OI0001779,ORD000884,P0002,1,
OI0001780,ORD000884,P0005,2,
OI0001781,ORD000884,P0022,1,
OI0001782,ORD000884,P0011,1,
OI0001783,ORD002624,P0006,1,
OI0001784,ORD002624,P0012,2,
OI0001785,ORD003922,P0026,2,
OI0001786,ORD002006,P0003,1,
OI0001787,ORD002006,P0008,2,
OI0001788,ORD000587,P0001,1,
OI0001789,ORD000587,P0024,1,
OI0001790,ORD000587,P0023,1,
OI0001791,ORD003027,P0003,1,
OI0001792,ORD003027,P0016,1,
OI0001793,ORD003027,P0023,1,
OI0001794,ORD004199,P0004,2,
OI0001795,ORD001298,P0006,3,
OI0001796,ORD001298,P0021,1,
OI0001797,ORD004998,P0001,2,
OI0001798,ORD002932,P0005,2,
OI0001799,ORD002932,P0003,1,
OI0001800,ORD002559,P0023,1,
OI0001801,ORD002559,P0011,1,
OI0001802,ORD001772,P0014,3,
OI0001803,ORD000083,P0002,1,
OI0001804,ORD001870,P0026,1,
OI0001805,ORD002132,P0015,2,
OI0001806,ORD002132,P0010,1,
OI0001807,ORD003551,P0001,3,
OI0001808,ORD003551,P0017,1,
OI0001809,ORD003551,P0025,1,
OI0001810,ORD003551,P0004,1,
OI0001811,ORD004042,P0014,2,
OI0001812,ORD004042,P0002,2,
OI0001813,ORD004247,P0017,1,
OI0001814,ORD003943,P0007,1,
OI0001815,ORD003943,P0026,3,
OI0001816,ORD004522,P0008,1,
OI0001817,ORD001552,P0016,2,
OI0001818,ORD001552,P0024,1,
OI0001819,ORD001552,P0017,2,
OI0001820,ORD001552,P0012,3,
OI0001821,ORD002377,P0012,1,
OI0001822,ORD003412,P0013,2,
OI0001823,ORD004543,P0016,1,
OI0001824,ORD003229,P0005,2,
OI0001825,ORD000463,P0021,-1,
OI0001826,ORD000011,P0010,1,
OI0001827,ORD000011,P0021,1,
OI0001828,ORD000717,P0001,1,
OI0001829,ORD003219,P0025,1,
OI0001830,ORD003219,P0018,1,
OI0001831,ORD002272,P0017,2,
OI0001832,ORD002272,P0019,1,
OI0001833,ORD003843,P0009,1,
OI0001834,ORD003819,P0014,1,
OI0001835,ORD003819,P0003,1,
OI0001836,ORD002904,P0014,1,
OI0001837,ORD002904,P0017,2,
OI0001838,ORD002649,P0018,1,
OI0001839,ORD003683,P0014,1,
OI0001840,ORD003507,P0020,2,
OI0001841,ORD002038,P0010,1,
OI0001842,ORD000199,P0021,1,
OI0001843,ORD000199,P0007,1,
OI0001844,ORD003760,P0005,1,
OI0001845,ORD003760,P0012,1,
OI0001846,ORD004466,P0025,1,
OI0001847,ORD000988,P0001,1,
OI0001848,ORD000988,P0004,1,
OI0001849,ORD001993,P0019,2,
OI0001850,ORD003285,P0010,1,
OI0001851,ORD001779,P0004,1,
OI0001852,ORD001272,P0012,3,
OI0001853,ORD000335,P0022,1,
OI0001854,ORD001852,P0002,1,
OI0001855,ORD001852,P0024,2,
OI0001856,ORD000528,P0018,2,
OI0001857,ORD000528,P0019,2,
OI0001858,ORD004811,P0017,1,
OI0001859,ORD000630,P0013,1,
OI0001860,ORD004128,P0010,1,
OI0001861,ORD004128,P0008,2,
OI0001862,ORD000635,P0003,1,
OI0001863,ORD003314,P0020,3,
OI0001864,ORD003314,P0001,1,
OI0001865,ORD002770,P0015,-1,
OI0001866,ORD002999,P0011,-1,
OI0001867,ORD002999,P0014,2,
OI0001868,ORD003713,P0023,1,
OI0001869,ORD003713,P0004,1,
OI0001870,ORD004651,P0011,1,
OI0001871,ORD002560,P0002,1,
OI0001872,ORD002560,P0005,1,
OI0001873,ORD004415,P0010,1,
OI0001874,ORD004415,P0013,2,
OI0001875,ORD004415,P0015,2,
OI0001876,ORD004597,P0012,1,
OI0001877,ORD000838,P0002,2,
OI0001878,ORD000838,P0004,3,
OI0001879,ORD003577,P0017,2,
OI0001880,ORD002712,P0013,1,
OI0001881,ORD003923,P0006,1,
OI0001882,ORD003923,P0005,1,
OI0001883,ORD003923,P0018,1,
OI0001884,ORD002719,P0002,1,
OI0001885,ORD002719,P0013,2,
OI0001886,ORD002190,P0016,1,
OI0001887,ORD004967,P0026,2,
OI0001888,ORD004967,P0010,1,
OI0001889,ORD003992,P0026,3,
OI0001890,ORD003333,P0018,1,
OI0001891,ORD003476,P0008,2,
OI0001892,ORD003476,P0008,1,
OI0001893,ORD004669,P0003,2,
OI0001894,ORD002958,P0002,1,
OI0001895,ORD002958,P0013,1,
OI0001896,ORD002958,P0021,1,
OI0001897,ORD001781,P0004,1,
OI0001898,ORD004189,P0001,1,
OI0001899,ORD004189,P0001,1,
OI0001900,ORD000257,P0017,1,
OI0001901,ORD000257,P0024,1,
OI0001902,ORD000821,P0026,1,
OI0001903,ORD000821,P0024,1,
OI0001904,ORD004233,P0022,1,
OI0001905,ORD004233,P0010,2,
OI0001906,ORD004233,P0014,1,
OI0001907,ORD004233,P0022,2,
OI0001908,ORD000210,P0008,1,
OI0001909,ORD000210,P0009,1,
OI0001910,ORD000210,P0025,1,
OI0001911,ORD000210,P0004,1,
OI0001912,ORD002290,P0021,1,
OI0001913,ORD002290,P0001,3,
OI0001914,ORD002290,P0011,3,
OI0001915,ORD003497,P0011,1,
OI0001916,ORD002428,P0001,1,
OI0001917,ORD002428,P0015,1,
OI0001918,ORD001603,P0024,1,
OI0001919,ORD003095,P0013,1,
OI0001920,ORD003095,P0010,1,
OI0001921,ORD003095,P0017,1,
OI0001922,ORD003095,P0007,1,
OI0001923,ORD002069,P0026,1,
OI0001924,ORD001794,P0016,1,
OI0001925,ORD002467,P0022,3,
OI0001926,ORD003031,P0015,2,
OI0001927,ORD003031,P0001,1,
OI0001928,ORD004586,P0009,1,
OI0001929,ORD004586,P0021,1,
OI0001930,ORD004586,P0017,1,
OI0001931,ORD004994,P0020,1,
OI0001932,ORD003728,P0020,1,
OI0001933,ORD003728,P0006,2,
OI0001934,ORD003801,P0001,2,
OI0001935,ORD003192,P0025,2,
OI0001936,ORD001617,P0023,1,
OI0001937,ORD001617,P0002,1,
OI0001938,ORD001617,P0013,1,
OI0001939,ORD003048,P0001,-1,
OI0001940,ORD001680,P0010,1,
OI0001941,ORD001680,P0004,1,
OI0001942,ORD002466,P0010,1,
OI0001943,ORD003015,P0017,1,
OI0001944,ORD004637,P0013,2,
OI0001945,ORD004637,P0021,1,
OI0001946,ORD004637,P0017,1,
OI0001947,ORD003397,P0015,1,
OI0001948,ORD003397,P0021,1,
OI0001949,ORD001698,P0002,3,
OI0001950,ORD003925,P0025,1,
OI0001951,ORD004202,P0008,1,
OI0001952,ORD004202,P0011,1,
OI0001953,ORD004202,P0010,1,
OI0001954,ORD004202,P0026,1,
OI0001955,ORD002965,P0017,1,
OI0001956,ORD001239,P0004,1,
OI0001957,ORD002768,P0002,1,
OI0001958,ORD002768,P0001,1,
OI0001959,ORD002768,P0003,1,
OI0001960,ORD001016,P0026,1,
OI0001961,ORD001016,P0019,1,
OI0001962,ORD001016,P0009,1,
OI0001963,ORD001365,P0010,1,
OI0001964,ORD001365,P0024,1,
OI0001965,ORD001582,P0006,1,
OI0001966,ORD003547,P0022,1,
OI0001967,ORD000243,P0008,3,
OI0001968,ORD004741,P0010,1,
OI0001969,ORD004741,P0026,1,
OI0001970,ORD002332,P0012,1,
OI0001971,ORD002332,P0013,2,
OI0001972,ORD000145,P0021,2,
OI0001973,ORD000145,P0008,1,
OI0001974,ORD002869,P0010,2,
OI0001975,ORD002869,P0023,3,
OI0001976,ORD002869,P0009,1,
OI0001977,ORD002869,P0023,2,
OI0001978,ORD003184,P0024,2,
OI0001979,ORD002246,P0013,2,
OI0001980,ORD002246,P0022,1,
OI0001981,ORD002246,P0020,1,
OI0001982,ORD004386,P0018,1,
OI0001983,ORD004386,P0003,1,
OI0001984,ORD004386,P0003,-1,
OI0001985,ORD001683,P0007,2,
OI0001986,ORD001473,P0020,1,
OI0001987,ORD002007,P0012,1,
OI0001988,ORD000956,P0008,2,
OI0001989,ORD000102,P0023,1,
OI0001990,ORD003277,P0023,2,
OI0001991,ORD003776,P0012,2,
OI0001992,ORD001991,P0019,1,
OI0001993,ORD000010,P0010,1,
OI0001994,ORD001543,P0016,1,
OI0001995,ORD000021,P0008,1,
OI0001996,ORD000021,P0005,1,
OI0001997,ORD000825,P0018,-1,
OI0001998,ORD000259,P0005,1,
OI0001999,ORD000259,P0005,1,
OI0002000,ORD001194,P0001,1,
OI0002001,ORD000174,P0001,1,
OI0002002,ORD000174,P0003,2,
OI0002003,ORD000174,P0026,2,
OI0002004,ORD000174,P0022,2,
OI0002005,ORD001922,P0014,1,
OI0002006,ORD001922,P0003,2,
OI0002007,ORD001922,P0015,1,
OI0002008,ORD003995,P0025,2,
OI0002009,ORD002656,P0003,2,
OI0002010,ORD003059,P0005,1,
OI0002011,ORD003059,P0007,1,
OI0002012,ORD002025,P0019,1,
OI0002013,ORD002025,P0025,1,
OI0002014,ORD002025,P0023,2,
OI0002015,ORD002025,P0013,1,
OI0002016,ORD002042,P0003,1,
OI0002017,ORD002042,P0022,1,
OI0002018,ORD002042,P0004,1,
OI0002019,ORD004439,P0021,1,
OI0002020,ORD004439,P0014,2,
OI0002021,ORD004439,P0012,3,
OI0002022,ORD004439,P0024,1,
OI0002023,ORD000101,P0003,2,
OI0002024,ORD001822,P0005,1,
OI0002025,ORD001076,P0024,-1,
OI0002026,ORD004535,P0013,1,
OI0002027,ORD000506,P0008,2,
OI0002028,ORD000506,P0005,1,
OI0002029,ORD000506,P0009,2,
OI0002030,ORD000506,P0023,1,
OI0002031,ORD004140,P0007,1,
OI0002032,ORD004676,P0014,2,
OI0002033,ORD004676,P0014,1,
OI0002034,ORD003308,P0026,1,
OI0002035,ORD002311,P0008,1,
OI0002036,ORD002311,P0011,1,
OI0002037,ORD002346,P0021,2,
OI0002038,ORD003579,P0006,1,
OI0002039,ORD003579,P0020,1,
OI0002040,ORD003579,P0019,1,
OI0002041,ORD002915,P0006,3,
OI0002042,ORD002915,P0011,1,
OI0002043,ORD001015,P0009,1,
OI0002044,ORD001015,P0017,1,
OI0002045,ORD002721,P0024,1,
OI0002046,ORD002721,P0025,2,
OI0002047,ORD002721,P0018,1,
OI0002048,ORD001577,P0004,1,
OI0002049,ORD001577,P0026,3,
OI0002050,ORD001577,P0008,1,
OI0002051,ORD001577,P0009,1,
OI0002052,ORD003435,P0018,1,
OI0002053,ORD002545,P0023,1,
OI0002054,ORD001990,P0002,2,
OI0002055,ORD001990,P0013,1,
OI0002056,ORD004084,P0016,3,
OI0002057,ORD003606,P0019,1,
OI0002058,ORD003606,P0005,1,
OI0002059,ORD003606,P0024,1,
OI0002060,ORD004721,P0006,1,
OI0002061,ORD002941,P0013,1,
OI0002062,ORD002941,P0001,1,
OI0002063,ORD001618,P0003,1,
OI0002064,ORD001618,P0001,1,
OI0002065,ORD004404,P0019,1,
OI0002066,ORD004404,P0016,1,
OI0002067,ORD000773,P0026,1,
OI0002068,ORD003661,P0016,2,
OI0002069,ORD004918,P0019,3,
OI0002070,ORD003847,P0015,1,
OI0002071,ORD001345,P0022,1,
OI0002072,ORD003324,P0001,1,
OI0002073,ORD003324,P0017,1,
OI0002074,ORD003324,P0012,1,
OI0002075,ORD001166,P0004,1,
OI0002076,ORD001166,P0012,3,
OI0002077,ORD001166,P0010,2,
OI0002078,ORD000930,P0026,1,
OI0002079,ORD004489,P0008,1,
OI0002080,ORD000816,P0019,3,
OI0002081,ORD000816,P0021,1,
OI0002082,ORD003809,P0015,1,
OI0002083,ORD003988,P0026,1,
OI0002084,ORD003988,P0016,1,
OI0002085,ORD003988,P0017,1,
OI0002086,ORD002724,P0008,2,
OI0002087,ORD002724,P0012,2,
OI0002088,ORD000264,P0006,1,
OI0002089,ORD004745,P0015,2,
OI0002090,ORD002108,P0016,1,
OI0002091,ORD003498,P0023,1,
OI0002092,ORD000378,P0007,1,
OI0002093,ORD000793,P0024,2,
OI0002094,ORD001075,P0023,1,
OI0002095,ORD002188,P0002,1,
OI0002096,ORD002188,P0020,1,
OI0002097,ORD002188,P0018,2,
OI0002098,ORD003989,P0006,1,
OI0002099,ORD002379,P0001,-1,
OI0002100,ORD002647,P0002,1,
OI0002101,ORD001376,P0023,3,
OI0002102,ORD003450,P0021,1,
OI0002103,ORD003450,P0015,1,
OI0002104,ORD002243,P0014,2,
OI0002105,ORD000636,P0001,2,
OI0002106,ORD000636,P0004,2,
OI0002107,ORD000636,P0023,1,
OI0002108,ORD000636,P0004,1,
OI0002109,ORD001528,P0013,2,
OI0002110,ORD003479,P0001,1,
OI0002111,ORD003479,P0001,1,
OI0002112,ORD002580,P0001,1,
OI0002113,ORD002829,P0015,1,
OI0002114,ORD002590,P0026,2,
OI0002115,ORD002161,P0024,1,
OI0002116,ORD002335,P0019,3,
OI0002117,ORD003607,P0001,1,
OI0002118,ORD004795,P0001,1,
OI0002119,ORD002859,P0026,1,
OI0002120,ORD002859,P0019,3,
OI0002121,ORD000781,P0025,1,
OI0002122,ORD000781,P0011,2,
OI0002123,ORD004256,P0023,1,
OI0002124,ORD004674,P0018,3,
OI0002125,ORD004674,P0011,1,
OI0002126,ORD002702,P0021,1,
OI0002127,ORD002702,P0010,1,
OI0002128,ORD002702,P0009,2,
OI0002129,ORD002702,P0023,2,
OI0002130,ORD000261,P0006,3,
OI0002131,ORD000261,P0024,2,
OI0002132,ORD000261,P0007,1,
OI0002133,ORD000261,P0002,2,
OI0002134,ORD004902,P0025,1,
OI0002135,ORD004902,P0011,1,
OI0002136,ORD004902,P0022,1,
OI0002137,ORD003282,P0018,1,
OI0002138,ORD002300,P0003,-1,
OI0002139,ORD003537,P0008,1,
OI0002140,ORD003537,P0012,2,
OI0002141,ORD003072,P0001,2,
OI0002142,ORD003072,P0019,1,
OI0002143,ORD002362,P0026,2,
OI0002144,ORD004462,P0005,1,
OI0002145,ORD004462,P0008,1,
OI0002146,ORD004462,P0023,1,
OI0002147,ORD001290,P0024,1,
OI0002148,ORD002921,P0024,2,
OI0002149,ORD004359,P0015,1,
OI0002150,ORD004631,P0004,1,
OI0002151,ORD004631,P0026,1,
OI0002152,ORD004631,P0019,2,
OI0002153,ORD002435,P0025,1,
OI0002154,ORD002435,P0014,3,
OI0002155,ORD003993,P0025,2,
OI0002156,ORD002053,P0001,1,
OI0002157,ORD002053,P0012,3,
OI0002158,ORD002053,P0019,1,
OI0002159,ORD002053,P0002,2,
OI0002160,ORD003196,P0006,1,
OI0002161,ORD003961,P0023,1,
OI0002162,ORD003704,P0017,1,
OI0002163,ORD002169,P0003,1,
OI0002164,ORD002169,P0017,1,
OI0002165,ORD002730,P0024,1,
OI0002166,ORD002730,P0022,-1,
OI0002167,ORD001604,P0004,2,
OI0002168,ORD002667,P0019,1,
OI0002169,ORD002667,P0021,1,
OI0002170,ORD003875,P0005,1,
OI0002171,ORD003875,P0021,3,
OI0002172,ORD003875,P0011,1,
OI0002173,ORD000901,P0008,1,
OI0002174,ORD000901,P0022,1,
OI0002175,ORD000901,P0018,2,
OI0002176,ORD001092,P0005,1,
OI0002177,ORD001092,P0024,1,
OI0002178,ORD001092,P0018,2,
OI0002179,ORD004616,P0004,1,
OI0002180,ORD004616,P0025,1,
OI0002181,ORD001795,P0013,1,
OI0002182,ORD001795,P0002,2,
OI0002183,ORD003179,P0001,1,
OI0002184,ORD004268,P0019,-1,
OI0002185,ORD003802,P0021,2,
OI0002186,ORD003802,P0026,1,
OI0002187,ORD003802,P0015,1,
OI0002188,ORD003679,P0026,1,
OI0002189,ORD000721,P0015,1,
OI0002190,ORD000721,P0006,2,
OI0002191,ORD000721,P0005,1,
OI0002192,ORD000721,P0025,3,
OI0002193,ORD000087,P0025,1,
OI0002194,ORD000632,P0023,1,
OI0002195,ORD000632,P0026,2,
OI0002196,ORD000273,P0017,1,
OI0002197,ORD000273,P0020,1,
OI0002198,ORD002909,P0019,2,
OI0002199,ORD002909,P0015,2,
OI0002200,ORD002013,P0014,1,
OI0002201,ORD002013,P0011,1,
OI0002202,ORD003306,P0016,1,
OI0002203,ORD003306,P0022,-1,
OI0002204,ORD003306,P0018,1,
OI0002205,ORD004229,P0007,-1,
OI0002206,ORD003740,P0023,1,
OI0002207,ORD000002,P0004,2,
OI0002208,ORD000002,P0015,1,
OI0002209,ORD004932,P0022,1,
OI0002210,ORD004932,P0007,1,
OI0002211,ORD004932,P0001,1,
OI0002212,ORD002067,P0019,1,
OI0002213,ORD004671,P0017,1,
OI0002214,ORD004671,P0001,1,
OI0002215,ORD001555,P0020,1,
OI0002216,ORD001555,P0018,1,
OI0002217,ORD004739,P0008,1,
OI0002218,ORD004739,P0005,3,
OI0002219,ORD001699,P0007,1,
OI0002220,ORD004845,P0023,1,
OI0002221,ORD004845,P0004,1,
OI0002222,ORD003444,P0023,1,
OI0002223,ORD001130,P0009,1,
OI0002224,ORD002538,P0020,1,
OI0002225,ORD003649,P0012,1,
OI0002226,ORD003929,P0002,3,
OI0002227,ORD002751,P0004,1,
OI0002228,ORD000940,P0010,1,
OI0002229,ORD004509,P0009,2,
OI0002230,ORD002185,P0006,1,
OI0002231,ORD002122,P0020,1,
OI0002232,ORD002122,P0021,1,
OI0002233,ORD002122,P0022,2,
OI0002234,ORD002675,P0011,1,
OI0002235,ORD002675,P0024,1,
OI0002236,ORD002675,P0005,1,
OI0002237,ORD001985,P0021,1,
OI0002238,ORD001985,P0023,1,
OI0002239,ORD001985,P0012,1,
OI0002240,ORD001985,P0010,1,
OI0002241,ORD002700,P0001,3,
OI0002242,ORD004943,P0011,1,
OI0002243,ORD000441,P0007,2,
OI0002244,ORD000441,P0014,1,
OI0002245,ORD000441,P0016,1,
OI0002246,ORD000441,P0018,1,
OI0002247,ORD000766,P0007,1,
OI0002248,ORD000766,P0005,1,
OI0002249,ORD000766,P0007,1,
OI0002250,ORD001455,P0014,1,
OI0002251,ORD001965,P0008,1,
OI0002252,ORD001965,P0013,2,
OI0002253,ORD002378,P0014,2,
OI0002254,ORD002378,P0019,1,
OI0002255,ORD002378,P0022,1,
OI0002256,ORD004040,P0011,1,
OI0002257,ORD001661,P0020,1,
OI0002258,ORD003415,P0001,3,
OI0002259,ORD003415,P0003,3,
OI0002260,ORD003415,P0022,1,
OI0002261,ORD003009,P0007,1,
OI0002262,ORD004253,P0020,1,
OI0002263,ORD004403,P0006,2,
OI0002264,ORD002123,P0008,2,
OI0002265,ORD003684,P0021,2,
OI0002266,ORD003684,P0003,2,
OI0002267,ORD004620,P0026,1,
OI0002268,ORD004620,P0005,1,
OI0002269,ORD004620,P0011,1,
OI0002270,ORD003897,P0014,1,
OI0002271,ORD001291,P0005,1,
OI0002272,ORD001291,P0021,1,
OI0002273,ORD000782,P0025,1,
OI0002274,ORD001219,P0016,2,
OI0002275,ORD001219,P0018,2,
OI0002276,ORD000668,P0005,1,
OI0002277,ORD000668,P0007,1,
OI0002278,ORD000668,P0023,1,
OI0002279,ORD003798,P0001,3,
OI0002280,ORD003798,P0006,1,
OI0002281,ORD000552,P0010,1,
OI0002282,ORD000575,P0019,1,
OI0002283,ORD004104,P0014,1,
OI0002284,ORD000399,P0001,1,
OI0002285,ORD000399,P0009,1,
OI0002286,ORD000399,P0023,1,
OI0002287,ORD000863,P0006,1,
OI0002288,ORD000863,P0007,1,
OI0002289,ORD000863,P0015,1,
OI0002290,ORD000863,P0016,1,
OI0002291,ORD004588,P0015,1,
OI0002292,ORD002138,P0014,1,
OI0002293,ORD002138,P0015,1,
OI0002294,ORD000117,P0003,1,
OI0002295,ORD000117,P0020,1,
OI0002296,ORD000117,P0020,1,
OI0002297,ORD000117,P0005,1,
OI0002298,ORD002557,P0026,1,
OI0002299,ORD002557,P0017,2,
OI0002300,ORD004376,P0024,1,
OI0002301,ORD001280,P0004,1,
OI0002302,ORD003139,P0021,1,
OI0002303,ORD000274,P0024,2,
OI0002304,ORD004768,P0007,1,
OI0002305,ORD000068,P0013,1,
OI0002306,ORD000068,P0016,3,
OI0002307,ORD002350,P0003,1,
OI0002308,ORD004542,P0004,2,
OI0002309,ORD004003,P0005,1,
OI0002310,ORD004003,P0012,1,
OI0002311,ORD004003,P0012,1,
OI0002312,ORD004003,P0009,1,
OI0002313,ORD000803,P0019,1,
OI0002314,ORD003811,P0009,1,
OI0002315,ORD003811,P0017,1,
OI0002316,ORD002114,P0001,1,
OI0002317,ORD002746,P0016,2,
OI0002318,ORD002746,P0004,1,
OI0002319,ORD003158,P0004,2,
OI0002320,ORD001651,P0002,1,
OI0002321,ORD001651,P0008,1,
OI0002322,ORD001651,P0018,1,
OI0002323,ORD002931,P0015,1,
OI0002324,ORD002931,P0021,3,
OI0002325,ORD002786,P0011,3,
OI0002326,ORD002786,P0003,1,
OI0002327,ORD001214,P0002,1,
OI0002328,ORD001214,P0002,2,
OI0002329,ORD001214,P0016,1,
OI0002330,ORD001505,P0001,1,
OI0002331,ORD001505,P0005,1,
OI0002332,ORD004605,P0022,2,
OI0002333,ORD003910,P0020,1,
OI0002334,ORD003910,P0003,1,
OI0002335,ORD004827,P0016,1,
OI0002336,ORD004827,P0020,2,
OI0002337,ORD002745,P0022,1,
OI0002338,ORD002745,P0022,2,
OI0002339,ORD000182,P0020,1,
OI0002340,ORD001709,P0015,2,
OI0002341,ORD001709,P0009,2,
OI0002342,ORD001293,P0022,1,
OI0002343,ORD002917,P0022,1,
OI0002344,ORD002917,P0002,1,
OI0002345,ORD003945,P0025,2,
OI0002346,ORD002080,P0026,2,
OI0002347,ORD004456,P0007,1,
OI0002348,ORD001158,P0025,1,
OI0002349,ORD001158,P0015,2,
OI0002350,ORD001158,P0026,2,
OI0002351,ORD001158,P0024,1,
OI0002352,ORD001755,P0013,1,
OI0002353,ORD001755,P0024,1,
OI0002354,ORD003670,P0017,1,
OI0002355,ORD003670,P0016,2,
OI0002356,ORD003670,P0026,2,
OI0002357,ORD004113,P0026,1,
OI0002358,ORD004113,P0010,1,
OI0002359,ORD002358,P0009,1,
OI0002360,ORD002358,P0020,1,
OI0002361,ORD001058,P0026,1,
OI0002362,ORD001058,P0013,1,
OI0002363,ORD001058,P0024,1,
OI0002364,ORD001058,P0012,1,
OI0002365,ORD000302,P0020,1,
OI0002366,ORD001508,P0012,2,
OI0002367,ORD001478,P0024,1,
OI0002368,ORD001478,P0004,3,
OI0002369,ORD001478,P0003,1,
OI0002370,ORD001478,P0002,3,
OI0002371,ORD001353,P0003,3,
OI0002372,ORD001353,P0009,1,
OI0002373,ORD001353,P0014,2,
OI0002374,ORD001496,P0024,1,
OI0002375,ORD001496,P0008,2,
OI0002376,ORD003613,P0019,1,
OI0002377,ORD002496,P0022,1,
OI0002378,ORD000613,P0023,3,
OI0002379,ORD000613,P0018,1,
OI0002380,ORD003353,P0005,1,
OI0002381,ORD003353,P0014,1,
OI0002382,ORD003353,P0012,1,
OI0002383,ORD001334,P0005,1,
OI0002384,ORD001334,P0011,1,
OI0002385,ORD002323,P0017,2,
OI0002386,ORD002323,P0016,3,
OI0002387,ORD002323,P0018,2,
OI0002388,ORD003010,P0003,2,
OI0002389,ORD001929,P0022,1,
OI0002390,ORD001231,P0010,1,
OI0002391,ORD000340,P0015,3,
OI0002392,ORD000340,P0016,2,
OI0002393,ORD001083,P0026,2,
OI0002394,ORD001083,P0003,1,
OI0002395,ORD002429,P0011,1,
OI0002396,ORD002405,P0005,1,
OI0002397,ORD000327,P0014,1,
OI0002398,ORD003390,P0015,1,
OI0002399,ORD003390,P0018,1,
OI0002400,ORD002366,P0009,1,
