Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,Category,Sub-Category,Product Name,Price,Quantity,Discount,total_amount
52,ORD-1052,2023-07-08,2023-07-12,Same Day,CUST-157,Consumer,East,Georgia,Office Supplies,Envelopes,Envelopes Item 6,$67.94,6,0,$407.64
57,ORD-1057,2023-01-12,2023-01-17,Second Class,CUST-101,Consumer,Central,Pennsylvania,Technology,Accessories,Accessories Item 42,$165.27,8,0.1,"$1,322.16"
159,ORD-1159,2023-02-12,2023-02-15,Standard Class,CUST-195,Consumer,West,Arizona,Technology,Phones,Phones Item 8,$234.85,4,0.15,$939.40
86,ORD-1086,2023-03-04,2023-03-09,Second Class,CUST-160,Home Office,East,Georgia,Technology,Copiers,Copiers Item 32,$264.72,8,0.2,"$2,117.76"
121,ORD-1121,2023-01-13,2023-01-19,Standard Class,CUST-149,Corporate,Central,Arizona,Office Supplies,Binders,Binders Item 5,$489.75,6,0,"$2,938.50"
294,ORD-1294,2023-01-29,2023-02-02,Same Day,CUST-180,Corporate,Central,Texas,Furniture,Chairs,Chairs Item 24,$538.01,3,0.1,"$1,614.03"
296,ORD-1296,2023-09-24,2023-09-28,First Class,CUST-193,Home Office,Central,Georgia,Furniture,Bookcases,Bookcases Item 26,$286.47,2,0.1,$572.93
209,ORD-1209,2023-05-29,2023-06-02,Second Class,CUST-190,Home Office,Central,Florida,Technology,Phones,Phones Item 39,$299.10,4,0,"$1,196.40"
247,ORD-1247,2023-04-27,2023-05-01,Second Class,CUST-147,Corporate,West,New York,Office Supplies,Fasteners,Fasteners Item 18,$476.34,7,0,"$3,334.38"
213,ORD-1213,2023-08-12,2023-08-13,Second Class,CUST-194,Consumer,Central,New York,Office Supplies,Fasteners,Fasteners Item 45,$263.66,6,0,"$1,581.96"
88,ORD-1088,2023-08-26,2023-08-30,First Class,CUST-162,Corporate,East,California,Office Supplies,Art,Art Item 50,$161.37,7,0.2,"$1,129.59"
166,ORD-1166,2023-07-06,2023-07-07,Same Day,CUST-100,Consumer,East,Georgia,Furniture,Chairs,Chairs Item 39,$23.02,3,0.15,$69.06
219,ORD-1219,2023-10-15,2023-10-19,First Class,CUST-114,Corporate,Central,Illinois,Office Supplies,Storage,Storage Item 16,$73.49,6,0.1,$440.94
189,ORD-1189,2023-01-31,2023-02-01,Standard Class,CUST-171,Consumer,East,Illinois,Office Supplies,Labels,Labels Item 25,$258.30,4,0,"$1,033.20"
106,ORD-1106,2023-06-13,2023-06-15,First Class,CUST-128,Corporate,Central,Illinois,Office Supplies,Fasteners,Fasteners Item 21,$4.91,3,0,$14.73
245,ORD-1245,2023-02-05,2023-02-07,Second Class,CUST-175,Corporate,Central,Ohio,Technology,Machines,Machines Item 49,$486.41,7,0,"$3,404.87"
183,ORD-1183,2023-08-27,2023-08-30,Same Day,CUST-118,Home Office,West,Pennsylvania,Technology,Phones,Phones Item 44,$325.77,5,0,"$1,628.85"
50,ORD-1050,2023-06-12,2023-06-18,First Class,CUST-176,Home Office,East,Texas,Technology,Accessories,Accessories Item 13,$326.18,1,0,$326.18
266,ORD-1266,2023-10-22,2023-10-24,Second Class,CUST-127,Corporate,Central,Ohio,Technology,Machines,Machines Item 14,$322.01,7,0.3,"$2,254.07"
6,ORD-1006,2023-06-18,2023-06-19,Second Class,CUST-145,Consumer,West,Washington,Office Supplies,Paper,Paper Item 34,$242.68,2,0.2,$485.36
18,ORD-1018,2023-02-21,2023-02-26,Same Day,CUST-162,Corporate,West,Pennsylvania,Furniture,Furnishings,Furnishings Item 21,$26.72,2,0.1,$53.44
249,ORD-1249,2023-04-19,2023-04-21,Second Class,CUST-151,Corporate,East,Pennsylvania,Office Supplies,Supplies,Supplies Item 13,$129.99,4,0,$519.96
117,ORD-1117,2023-07-30,2023-08-04,Standard Class,CUST-112,Corporate,East,Texas,Technology,Machines,Machines Item 45,$296.77,2,0.15,$593.54
243,ORD-1243,2023-04-03,2023-04-07,First Class,CUST-118,Corporate,East,New York,Furniture,Furnishings,Furnishings Item 49,$398.12,7,0.3,"$2,786.84"
107,ORD-1107,2023-03-01,2023-03-02,Same Day,CUST-148,Consumer,Central,Texas,Technology,Machines,Machines Item 17,$239.50,5,0.2,"$1,197.50"
188,ORD-1188,2023-11-06,2023-11-09,Same Day,CUST-188,Home Office,South,Arizona,Technology,Machines,Machines Item 1,$25.04,8,0.15,$200.32
163,ORD-1163,2023-04-27,2023-04-30,Standard Class,CUST-144,Consumer,Central,Illinois,Furniture,Bookcases,Bookcases Item 3,$371.06,7,0,"$2,597.42"
135,ORD-1135,2023-09-23,2023-09-24,Standard Class,CUST-125,Consumer,East,Ohio,Furniture,Bookcases,Bookcases Item 9,$229.81,1,0.1,$229.81
250,ORD-1250,2023-06-11,2023-06-16,Same Day,CUST-161,Corporate,South,Arizona,Technology,Machines,Machines Item 27,$263.97,1,0.1,$263.97
191,ORD-1191,2023-02-24,2023-02-28,Same Day,CUST-151,Consumer,East,Texas,Technology,Machines,Machines Item 49,$471.18,7,0,"$3,298.26"
65,ORD-1065,2023-01-26,2023-01-31,Same Day,CUST-104,Consumer,East,New York,Technology,Phones,Phones Item 36,$98.53,3,0,$295.59
27,ORD-1027,2023-06-21,2023-06-24,Same Day,CUST-174,Corporate,South,New York,Furniture,Furnishings,Furnishings Item 19,$55.58,6,0.2,$333.48
231,ORD-1231,2023-10-11,2023-10-17,Second Class,CUST-174,Corporate,Central,Pennsylvania,Office Supplies,Storage,Storage Item 42,$120.34,6,0,$722.04
170,ORD-1170,2023-03-01,2023-03-03,Same Day,CUST-179,Consumer,Central,Ohio,Technology,Phones,Phones Item 50,$78.92,8,0.15,$631.36
181,ORD-1181,2023-03-18,2023-03-21,Same Day,CUST-131,Corporate,East,Texas,Technology,Phones,Phones Item 29,$444.18,8,0,"$3,553.44"
101,ORD-1101,2023-04-20,2023-04-23,Same Day,CUST-114,Corporate,East,Texas,Office Supplies,Paper,Paper Item 15,$310.57,3,0.2,$931.71
210,ORD-1210,2023-03-09,2023-03-14,Same Day,CUST-164,Consumer,Central,Georgia,Technology,Copiers,Copiers Item 12,$398.16,8,0,"$3,185.28"
136,ORD-1136,2023-11-17,2023-11-22,Same Day,CUST-181,Corporate,East,Pennsylvania,Furniture,Chairs,Chairs Item 17,$293.84,6,0,"$1,763.04"
292,ORD-1292,2023-12-24,2023-12-29,Same Day,CUST-173,Home Office,Central,Pennsylvania,Furniture,Chairs,Chairs Item 40,$349.27,3,0.3,"$1,047.81"
268,ORD-1268,2023-03-24,2023-03-27,First Class,CUST-142,Consumer,East,New York,Office Supplies,Envelopes,Envelopes Item 50,$498.73,5,0.2,"$2,493.65"
199,ORD-1199,2023-07-18,2023-07-21,Second Class,CUST-186,Corporate,West,Florida,Furniture,Furnishings,Furnishings Item 47,$461.26,8,0,"$3,690.08"
118,ORD-1118,2023-09-21,2023-09-22,Standard Class,CUST-157,Consumer,Central,Florida,Furniture,Tables,Tables Item 34,$460.59,2,0,$921.18
167,ORD-1167,2023-05-05,2023-05-07,Same Day,CUST-114,Consumer,East,Illinois,Office Supplies,Envelopes,Envelopes Item 42,$298.26,4,0.2,"$1,193.04"
260,ORD-1260,2023-11-05,2023-11-11,Standard Class,CUST-152,Consumer,East,Arizona,Office Supplies,Paper,Paper Item 24,$276.56,1,0.15,$276.56
137,ORD-1137,2023-04-19,2023-04-21,Same Day,CUST-190,Consumer,East,Texas,Furniture,Chairs,Chairs Item 39,$286.64,3,0.1,$859.92
30,ORD-1030,2023-12-08,2023-12-09,Same Day,CUST-122,Consumer,West,Texas,Technology,Phones,Phones Item 34,$70.52,3,0.1,$211.56
80,ORD-1080,2023-12-10,2023-12-11,Second Class,CUST-122,Consumer,Central,California,Furniture,Bookcases,Bookcases Item 25,$324.20,5,0.1,"$1,621.00"
205,ORD-1205,2023-09-22,2023-09-26,Same Day,CUST-189,Home Office,South,Texas,Technology,Machines,Machines Item 2,$90.01,7,0,$630.07
141,ORD-1141,2023-02-22,2023-02-28,First Class,CUST-171,Corporate,Central,Georgia,Office Supplies,Supplies,Supplies Item 8,$506.68,6,0,"$3,040.08"
158,ORD-1158,2023-05-14,2023-05-15,Same Day,CUST-132,Corporate,East,California,Technology,Phones,Phones Item 42,$79.53,6,0.2,$477.18
132,ORD-1132,2023-12-10,2023-12-13,Same Day,CUST-153,Corporate,East,Georgia,Technology,Phones,Phones Item 43,$340.75,4,0.1,"$1,363.00"
40,ORD-1040,2023-07-08,2023-07-13,First Class,CUST-137,Home Office,Central,Arizona,Technology,Accessories,Accessories Item 26,$481.75,7,0.2,"$3,372.25"
179,ORD-1179,2023-06-02,2023-06-04,First Class,CUST-185,Consumer,East,Ohio,Office Supplies,Labels,Labels Item 5,$62.64,1,0,$62.64
206,ORD-1206,2023-10-26,2023-10-28,Standard Class,CUST-149,Corporate,East,Georgia,Furniture,Bookcases,Bookcases Item 49,$133.05,5,0,$665.25
216,ORD-1216,2023-01-17,2023-01-23,Standard Class,CUST-144,Corporate,West,Washington,Technology,Accessories,Accessories Item 38,$75.61,4,0,$302.44
233,ORD-1233,2023-05-04,2023-05-10,Same Day,CUST-135,Consumer,West,California,Furniture,Tables,Tables Item 10,$227.89,4,0.1,$911.56
55,ORD-1055,2023-02-16,2023-02-22,Same Day,CUST-153,Home Office,East,Florida,Office Supplies,Art,Art Item 40,$265.74,2,0,$531.48
300,ORD-1300,2023-01-16,2023-01-23,Standard Class,CUST-132,Home Office,West,Washington,Furniture,Chairs,Chairs Item 25,$71.67,8,0,$573.36
201,ORD-1201,2023-12-28,2023-12-29,Same Day,CUST-193,Consumer,Central,Pennsylvania,Office Supplies,Art,Art Item 10,$160.18,2,0.3,$320.36
44,ORD-1044,2023-10-29,2023-11-02,Standard Class,CUST-149,Home Office,East,Georgia,Office Supplies,Paper,Paper Item 24,$214.26,6,0.15,"$1,285.56"
264,ORD-1264,2023-12-23,2023-12-25,Same Day,CUST-190,Home Office,West,New York,Furniture,Furnishings,Furnishings Item 32,$182.13,4,0.15,$728.52
49,ORD-1049,2023-08-15,2023-08-21,Second Class,CUST-108,Corporate,East,Pennsylvania,Technology,Phones,Phones Item 7,$527.55,2,0.2,"$1,055.10"
36,ORD-1036,2023-10-02,2023-10-07,Standard Class,CUST-139,Consumer,Central,Arizona,Office Supplies,Envelopes,Envelopes Item 22,$359.95,8,0.3,"$2,879.60"
60,ORD-1060,2023-11-12,2023-11-13,Same Day,CUST-123,Corporate,West,Georgia,Office Supplies,Supplies,Supplies Item 39,$112.22,1,0.3,$112.22
144,ORD-1144,2023-10-19,2023-10-20,Standard Class,CUST-114,Home Office,South,New York,Technology,Copiers,Copiers Item 20,$507.33,6,0,"$3,043.98"
54,ORD-1054,2023-10-18,2023-10-21,Second Class,CUST-130,Consumer,West,Arizona,Technology,Copiers,Copiers Item 8,$515.13,5,0.1,"$2,575.65"
21,ORD-1021,2023-09-02,2023-09-06,Standard Class,CUST-190,Consumer,South,Washington,Furniture,Tables,Tables Item 24,$149.77,8,0,"$1,198.16"
125,ORD-1125,2023-01-02,2023-01-04,Standard Class,CUST-171,Corporate,West,Illinois,Technology,Phones,Phones Item 49,$209.92,7,0.2,"$1,469.44"
143,ORD-1143,2023-07-13,2023-07-17,Standard Class,CUST-161,Home Office,West,Washington,Furniture,Bookcases,Bookcases Item 50,$157.37,8,0,"$1,258.96"
111,ORD-1111,2023-02-02,2023-02-06,Same Day,CUST-156,Home Office,East,New York,Technology,Phones,Phones Item 1,$286.47,5,0.15,"$1,432.33"
255,ORD-1255,2023-03-03,2023-03-07,Same Day,CUST-116,Corporate,East,Pennsylvania,Office Supplies,Storage,Storage Item 14,$286.47,7,0,"$2,005.26"
77,ORD-1077,2023-12-04,2023-12-09,Standard Class,CUST-101,Home Office,West,Pennsylvania,Office Supplies,Art,Art Item 27,$93.41,6,0,$560.46
282,ORD-1282,2023-07-11,2023-07-15,Second Class,CUST-148,Corporate,East,Arizona,Furniture,Bookcases,Bookcases Item 49,$404.29,1,0,$404.29
273,ORD-1273,2023-03-25,2023-03-29,Second Class,CUST-142,Corporate,West,New York,Technology,Accessories,Accessories Item 41,$491.61,2,0,$983.22
108,ORD-1108,2023-07-13,2023-07-15,Same Day,CUST-130,Corporate,East,Arizona,Technology,Machines,Machines Item 24,$377.06,3,0,"$1,131.18"
94,ORD-1094,2023-08-11,2023-08-16,Standard Class,CUST-122,Corporate,East,Washington,Office Supplies,Supplies,Supplies Item 18,$469.93,8,0,"$3,759.44"
13,ORD-1013,2023-02-08,2023-02-09,First Class,CUST-169,Home Office,Central,Pennsylvania,Technology,Phones,Phones Item 9,$277.57,8,0,"$2,220.56"
17,ORD-1017,2023-10-23,2023-10-28,Second Class,CUST-116,Corporate,East,Texas,Office Supplies,Storage,Storage Item 38,$396.83,6,0.1,"$2,380.98"
48,ORD-1048,2023-03-06,2023-03-12,Same Day,CUST-119,Corporate,South,Washington,Furniture,Tables,Tables Item 44,$76.13,8,0.15,$609.04
187,ORD-1187,2023-07-14,2023-07-16,Second Class,CUST-179,Home Office,East,California,Office Supplies,Envelopes,Envelopes Item 30,$369.25,8,0,"$2,954.00"
204,ORD-1204,2023-06-16,2023-06-20,Same Day,CUST-137,Consumer,Central,California,Office Supplies,Art,Art Item 20,$53.01,6,0,$318.06
267,ORD-1267,2023-02-09,2023-02-13,Standard Class,CUST-161,Home Office,East,New York,Furniture,Bookcases,Bookcases Item 47,$115.31,4,0.1,$461.24
120,ORD-1120,2023-07-14,2023-07-20,First Class,CUST-154,Consumer,East,Pennsylvania,Office Supplies,Fasteners,Fasteners Item 50,$232.92,8,0.1,"$1,863.36"
22,ORD-1022,2023-11-07,2023-11-11,Standard Class,CUST-102,Corporate,East,Texas,Technology,Accessories,Accessories Item 45,$80.58,3,0.1,$241.74
84,ORD-1084,2023-07-08,2023-07-09,Same Day,CUST-138,Home Office,East,Ohio,Office Supplies,Labels,Labels Item 32,$100.92,1,0,$100.92
131,ORD-1131,2023-04-21,2023-04-28,First Class,CUST-186,Consumer,East,Ohio,Furniture,Bookcases,Bookcases Item 50,$524.34,5,0,"$2,621.70"
230,ORD-1230,2023-06-03,2023-06-05,First Class,CUST-126,Corporate,East,Washington,Office Supplies,Envelopes,Envelopes Item 14,$238.76,8,0.1,"$1,910.08"
124,ORD-1124,2023-07-14,2023-07-20,First Class,CUST-154,Corporate,West,Pennsylvania,Technology,Accessories,Accessories Item 46,$476.60,7,0.2,"$3,336.20"
34,ORD-1034,2023-01-03,2023-01-10,Same Day,CUST-157,Consumer,East,Pennsylvania,Office Supplies,Art,Art Item 41,$259.19,6,0.2,"$1,555.14"
5,ORD-1005,2023-09-29,2023-10-04,First Class,CUST-171,Corporate,East,New York,Technology,Phones,Phones Item 17,$206.27,1,0.1,$206.27
20,ORD-1020,2023-08-12,2023-08-17,Standard Class,CUST-102,Consumer,East,New York,Technology,Copiers,Copiers Item 25,$431.37,1,0,$431.37
220,ORD-1220,2023-02-24,2023-02-25,Standard Class,CUST-146,Consumer,East,Washington,Office Supplies,Fasteners,Fasteners Item 38,$286.47,2,0.1,$572.93
150,ORD-1150,2023-04-22,2023-04-23,First Class,CUST-131,Home Office,West,California,Office Supplies,Fasteners,Fasteners Item 39,$473.90,5,0,"$2,369.50"
225,ORD-1225,2023-06-21,2023-06-25,Standard Class,CUST-139,Corporate,South,Pennsylvania,Technology,Copiers,Copiers Item 28,$460.79,8,0,"$3,686.32"
248,ORD-1248,2023-06-01,2023-06-08,First Class,CUST-104,Corporate,South,Washington,Office Supplies,Art,Art Item 13,$477.17,2,0.2,$954.34
277,ORD-1277,2023-07-10,2023-07-16,Same Day,CUST-168,Consumer,West,Georgia,Technology,Machines,Machines Item 24,$333.46,6,0,"$2,000.76"
152,ORD-1152,2023-12-17,2023-12-21,Second Class,CUST-167,Home Office,East,Washington,Office Supplies,Paper,Paper Item 31,$143.29,3,0.15,$429.87
234,ORD-1234,2023-07-12,2023-07-17,Second Class,CUST-166,Consumer,East,California,Office Supplies,Envelopes,Envelopes Item 21,$224.23,2,0.3,$448.46
11,ORD-1011,2023-04-11,2023-04-14,First Class,CUST-181,Consumer,West,Georgia,Office Supplies,Paper,Paper Item 3,$157.64,8,0,"$1,261.12"
72,ORD-1072,2023-07-12,2023-07-15,First Class,CUST-149,Home Office,South,Washington,Technology,Accessories,Accessories Item 45,$506.90,7,0.1,"$3,548.30"
253,ORD-1253,2023-05-19,2023-05-20,Same Day,CUST-195,Consumer,West,Texas,Furniture,Chairs,Chairs Item 7,$455.68,6,0.15,"$2,734.08"
93,ORD-1093,2023-03-27,2023-04-03,Standard Class,CUST-100,Home Office,South,Illinois,Furniture,Furnishings,Furnishings Item 34,$20.17,7,0,$141.19
193,ORD-1193,2023-09-24,2023-09-29,First Class,CUST-140,Home Office,Central,California,Technology,Machines,Machines Item 21,$68.65,8,0.2,$549.20
258,ORD-1258,2023-06-12,2023-06-17,Same Day,CUST-159,Home Office,West,Florida,Furniture,Furnishings,Furnishings Item 35,$372.41,5,0.15,"$1,862.05"
196,ORD-1196,2023-12-06,2023-12-08,Standard Class,CUST-113,Corporate,West,New York,Office Supplies,Labels,Labels Item 18,$56.86,5,0.3,$284.30
138,ORD-1138,2023-05-24,2023-05-28,First Class,CUST-141,Corporate,West,Florida,Technology,Accessories,Accessories Item 7,$523.93,1,0.1,$523.93
261,ORD-1261,2023-12-06,2023-12-10,First Class,CUST-150,Corporate,South,Arizona,Office Supplies,Supplies,Supplies Item 37,$43.23,4,0.1,$172.92
202,ORD-1202,2023-09-03,2023-09-10,Same Day,CUST-167,Corporate,East,California,Furniture,Chairs,Chairs Item 49,$463.82,3,0.3,"$1,391.46"
190,ORD-1190,2023-12-08,2023-12-11,First Class,CUST-184,Home Office,Central,Georgia,Technology,Machines,Machines Item 29,$151.61,5,0,$758.05
252,ORD-1252,2023-03-03,2023-03-10,Second Class,CUST-188,Home Office,Central,Georgia,Furniture,Bookcases,Bookcases Item 9,$119.63,2,0,$239.26
113,ORD-1113,2023-01-29,2023-02-01,Second Class,CUST-178,Consumer,Central,Washington,Office Supplies,Supplies,Supplies Item 40,$332.00,5,0,"$1,660.00"
184,ORD-1184,2023-06-10,2023-06-14,First Class,CUST-160,Corporate,East,Georgia,Office Supplies,Art,Art Item 47,$217.75,7,0,"$1,524.25"
153,ORD-1153,2023-09-20,2023-09-27,Same Day,CUST-138,Corporate,South,Washington,Furniture,Tables,Tables Item 2,$222.43,6,0.3,"$1,334.58"
192,ORD-1192,2023-12-18,2023-12-25,Second Class,CUST-135,Consumer,West,Florida,Office Supplies,Labels,Labels Item 41,$267.04,2,0.1,$534.08
45,ORD-1045,2023-01-23,2023-01-24,Standard Class,CUST-145,Consumer,Central,Ohio,Furniture,Tables,Tables Item 12,$204.66,5,0,"$1,023.30"
276,ORD-1276,2023-02-08,2023-02-11,Standard Class,CUST-168,Corporate,West,Florida,Office Supplies,Binders,Binders Item 22,$355.63,2,0.15,$711.26
7,ORD-1007,2023-02-05,2023-02-08,Same Day,CUST-179,Corporate,East,Georgia,Technology,Accessories,Accessories Item 20,$161.43,2,0.15,$322.86
251,ORD-1251,2023-04-24,2023-04-26,Same Day,CUST-185,Home Office,East,Texas,Furniture,Furnishings,Furnishings Item 18,$319.92,2,0,$639.84
76,ORD-1076,2023-07-03,2023-07-10,Same Day,CUST-195,Corporate,East,New York,Technology,Copiers,Copiers Item 16,$379.47,2,0.15,$758.94
1,ORD-1001,2023-08-27,2023-08-31,Standard Class,CUST-182,Consumer,South,Illinois,Furniture,Bookcases,Bookcases Item 5,$536.69,6,0.2,"$3,220.14"
69,ORD-1069,2023-10-14,2023-10-19,Standard Class,CUST-160,Home Office,Central,California,Technology,Copiers,Copiers Item 21,$122.83,8,0.15,$982.64
168,ORD-1168,2023-06-04,2023-06-07,Second Class,CUST-170,Corporate,Central,Florida,Furniture,Chairs,Chairs Item 38,$279.28,5,0.2,"$1,396.40"
219,ORD-1219,2023-10-15,2023-10-19,First Class,CUST-114,Corporate,Central,Illinois,Office Supplies,Storage,Storage Item 16,$73.49,5,0.1,$367.45
43,ORD-1043,2023-10-20,2023-10-27,Same Day,CUST-194,Consumer,East,Washington,Office Supplies,Envelopes,Envelopes Item 39,$354.80,5,0.2,"$1,774.00"
73,ORD-1073,2023-04-09,2023-04-15,Same Day,CUST-130,Corporate,East,Florida,Office Supplies,Labels,Labels Item 25,$67.26,1,0,$67.26
24,ORD-1024,2023-12-22,2023-12-24,Same Day,CUST-103,Consumer,South,Washington,Technology,Machines,Machines Item 19,$286.47,4,0.2,"$1,145.86"
186,ORD-1186,2023-07-14,2023-07-15,Standard Class,CUST-115,Corporate,South,Arizona,Furniture,Tables,Tables Item 20,$121.14,7,0.1,$847.98
104,ORD-1104,2023-02-20,2023-02-21,First Class,CUST-192,Home Office,West,Illinois,Office Supplies,Art,Art Item 3,$138.35,5,0,$691.75
212,ORD-1212,2023-02-06,2023-02-10,Second Class,CUST-145,Home Office,East,Arizona,Furniture,Bookcases,Bookcases Item 4,$327.75,2,0,$655.50
26,ORD-1026,2023-04-20,2023-04-24,First Class,CUST-195,Consumer,East,Texas,Technology,Phones,Phones Item 38,$490.37,2,0.3,$980.74
197,ORD-1197,2023-03-23,2023-03-29,Standard Class,CUST-193,Consumer,West,Washington,Furniture,Tables,Tables Item 33,$479.79,8,0.15,"$3,838.32"
176,ORD-1176,2023-02-04,2023-02-08,First Class,CUST-145,Home Office,East,New York,Office Supplies,Supplies,Supplies Item 3,$121.49,4,0.15,$485.96
